species	habitat	taxonomic.class	tissue	diet.type	source.iso.13C	source.iso.15N	delta13C	delta15N	citation
Ursus_americanus	terrestrial	mammalia	blood	omnivore	-21.5	6.3	1.7	4	"Hilderbrand, G. V., Farley, S. D., Robbins, C. T., Hanley, T. A., Titus, K., & Servheen, C. (1996). Use of stable isotopes to determine diets of living and extinct bears. Canadian Journal of Zoology, 74(11), 2080-2088."
Vulpes_vulpes	terrestrial	mammalia	blood	pellet	-18.7	4.9	0.6	4.2	"Roth, J. D., & Hobson, K. A. (2000). Stable carbon and nitrogen isotopic fractionation between diet and tissue of captive red fox: implications for dietary reconstruction. Canadian Journal of zoology, 78(5), 848-852."
Vulpes_vulpes	terrestrial	mammalia	blood	pellet	-18.7	4.9	0.7	2.6	"Roth, J. D., & Hobson, K. A. (2000). Stable carbon and nitrogen isotopic fractionation between diet and tissue of captive red fox: implications for dietary reconstruction. Canadian Journal of zoology, 78(5), 848-852."
Vulpes_vulpes	terrestrial	mammalia	liver	pellet	-18.7	4.9	0.4	3.6	"Roth, J. D., & Hobson, K. A. (2000). Stable carbon and nitrogen isotopic fractionation between diet and tissue of captive red fox: implications for dietary reconstruction. Canadian Journal of zoology, 78(5), 848-852."
Vulpes_vulpes	terrestrial	mammalia	muscle	pellet	-18.7	4.9	1.1	3.6	"Roth, J. D., & Hobson, K. A. (2000). Stable carbon and nitrogen isotopic fractionation between diet and tissue of captive red fox: implications for dietary reconstruction. Canadian Journal of zoology, 78(5), 848-852."
Vulpes_vulpes	terrestrial	mammalia	hair	pellet	-18.7	4.9	2.6	3.4	"Roth, J. D., & Hobson, K. A. (2000). Stable carbon and nitrogen isotopic fractionation between diet and tissue of captive red fox: implications for dietary reconstruction. Canadian Journal of zoology, 78(5), 848-852."
Callorhinus_ursinus	marine	mammalia	blood	carnivore	-18.9	11.6	0.2	3.9	"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909."
Callorhinus_ursinus	marine	mammalia	blood	carnivore	-18.9	11.6	1	5.2	"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909."
Halichoerus_grypus	marine	mammalia	blood	carnivore	-19.5	13.3	0.5	2.9	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Halichoerus_grypus	marine	mammalia	blood	carnivore	-19.5	13.3	1.2	1.6	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Halichoerus_grypus	marine	mammalia	blood	carnivore	-19.7	14.1	0.8	3.3	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Halichoerus_grypus	marine	mammalia	blood	carnivore	-19.7	14.1	1.7	1.7	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Phoca_vitulina	marine	mammalia	blood	carnivore	-19.6	13.3	1.1	3.2	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Phoca_vitulina	marine	mammalia	blood	carnivore	-19.6	13.3	1.5	1.7	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Phoca_vitulina	marine	mammalia	hair	carnivore	-19.6	13.3	2.3	2.3	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Phoca_vitulina	marine	mammalia	blood	carnivore	-20	12.9	0.7	2.7	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Phoca_vitulina	marine	mammalia	blood	carnivore	-20	12.9	1.1	2	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Phoca_vitulina	marine	mammalia	blood	carnivore	-19.4	14.4	0.5	3	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Phoca_vitulina	marine	mammalia	blood	carnivore	-19.4	14.4	1.4	1.4	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Pagophilus_groenlandicus	marine	mammalia	blood	carnivore	-19.9	13.9	1	3.6	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Pagophilus_groenlandicus	marine	mammalia	blood	carnivore	-19.9	13.9	1.9	2	"Lesage, V., Hammill, M.O. & Kovacs, K.M. (2002) Diet-tissue fractionation of stable carbon and nitrogen isotopes in phocid seals. Marine Mammal Science, 18, 182-19"
Ursus_arctos	terrestrial	mammalia	blood	carnivore	-20.1	11.2	0.1	3.8	"Felicetti, L. A., Schwartz, C. C., Rye, R. O., Haroldson, M. A., Gunther, K. A., Phillips, D. L., & Robbins, C. T. (2003). Use of sulfur and nitrogen stable isotopes to determine the importance of whitebark pine nuts to Yellowstone grizzly bears. Canadian Journal of Zoology, 81(5), 763-770."
Ursus_arctos	terrestrial	mammalia	blood	herbivore	-26.7	0.7	4.5	6.3	"Felicetti, L. A., Schwartz, C. C., Rye, R. O., Haroldson, M. A., Gunther, K. A., Phillips, D. L., & Robbins, C. T. (2003). Use of sulfur and nitrogen stable isotopes to determine the importance of whitebark pine nuts to Yellowstone grizzly bears. Canadian Journal of Zoology, 81(5), 763-770."
Ursus_arctos	terrestrial	mammalia	blood	pellet	-19	3.8	0.4	6.2	"Felicetti, L. A., Schwartz, C. C., Rye, R. O., Haroldson, M. A., Gunther, K. A., Phillips, D. L., & Robbins, C. T. (2003). Use of sulfur and nitrogen stable isotopes to determine the importance of whitebark pine nuts to Yellowstone grizzly bears. Canadian Journal of Zoology, 81(5), 763-770."
Ursus_arctos	terrestrial	mammalia	blood	pellet	-22.2	2.3	1	6.2	"Felicetti, L. A., Schwartz, C. C., Rye, R. O., Haroldson, M. A., Gunther, K. A., Phillips, D. L., & Robbins, C. T. (2003). Use of sulfur and nitrogen stable isotopes to determine the importance of whitebark pine nuts to Yellowstone grizzly bears. Canadian Journal of Zoology, 81(5), 763-770."
Ursus_arctos	terrestrial	mammalia	blood	pellet	-22.8	3.6	2.4	5.4	"Felicetti, L. A., Schwartz, C. C., Rye, R. O., Haroldson, M. A., Gunther, K. A., Phillips, D. L., & Robbins, C. T. (2003). Use of sulfur and nitrogen stable isotopes to determine the importance of whitebark pine nuts to Yellowstone grizzly bears. Canadian Journal of Zoology, 81(5), 763-770."
Sus_scrofa	terrestrial	mammalia	collagen	omnivore	-24.7	NA	4.1	NA	"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65."
Sus_scrofa	terrestrial	mammalia	collagen	omnivore	-20.5	NA	1.8	NA	"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65."
Sus_scrofa	terrestrial	mammalia	collagen	omnivore	-18	NA	1.1	NA	"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65."
Sus_scrofa	terrestrial	mammalia	collagen	omnivore	-15.9	NA	0.5	NA	"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65."
Sus_scrofa	terrestrial	mammalia	collagen	omnivore	-25.7	NA	6.1	NA	"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65."
Sus_scrofa	terrestrial	mammalia	collagen	omnivore	-15.5	NA	4	NA	"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65."
Equus_caballus	terrestrial	mammalia	hair	herbivore	NA	0.1	NA	4.5	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Bos_taurus	terrestrial	mammalia	hair	herbivore	NA	0.1	NA	4	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Capra_hircus	terrestrial	mammalia	hair	herbivore	NA	0.1	NA	5.1	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Vicugna_vicugna	terrestrial	mammalia	hair	herbivore	NA	0.1	NA	6.4	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Lama_glama	terrestrial	mammalia	hair	herbivore	NA	0.1	NA	4.6	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Oryctolagus_cuniculus	terrestrial	mammalia	hair	herbivore	NA	0.1	NA	2.4	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Vicugna_vicugna	terrestrial	mammalia	hair	herbivore	NA	7.8	NA	3.6	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Capra_hircus	terrestrial	mammalia	hair	herbivore	NA	7.8	NA	2.7	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Bos_taurus	terrestrial	mammalia	hair	herbivore	NA	7.8	NA	2.5	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Equus_caballus	terrestrial	mammalia	hair	herbivore	NA	7.8	NA	2	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Bos_taurus	terrestrial	mammalia	hair	herbivore	-27	NA	2.7	NA	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Lama_pacos	terrestrial	mammalia	hair	herbivore	-27	NA	3.2	NA	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Capra_hircus	terrestrial	mammalia	hair	herbivore	-27	NA	3.2	NA	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Oryctolagus_cuniculus	terrestrial	mammalia	hair	herbivore	-27	NA	3.4	NA	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Lama_glama	terrestrial	mammalia	hair	herbivore	-27	NA	3.5	NA	"Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J. (2003). Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
Sponheimer, M., Robinson, T., Ayliffe, L., Roeder, B., Hammer, J., Passey, B., West, A., Cerling, T., Dearing, D. and Ehleringer, J., 2003. Nitrogen isotopes in mammalian herbivores: hair _15N values from a controlled feeding study. International Journal of Osteoarchaeology, 13(1_2), pp.80-87.
Vancouver 
"
Mus_sp	terrestrial	mammalia	blood	pellet	-20.5	2.8	1.4	2.7	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Mus_sp	terrestrial	mammalia	blood	pellet	-26.5	6.1	1.4	3.2	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Mus_sp	terrestrial	mammalia	blood	pellet	-14.8	9.1	-1.9	2.9	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Mus_sp	terrestrial	mammalia	liver	pellet	-20.5	2.8	0.7	4.3	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Mus_sp	terrestrial	mammalia	liver	pellet	-26.5	6.1	1.2	4.7	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Mus_sp	terrestrial	mammalia	liver	pellet	-14.8	9.1	-2.2	3.8	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Mus_sp	terrestrial	mammalia	muscle	pellet	-20.5	2.8	1.2	3.1	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Mus_sp	terrestrial	mammalia	muscle	pellet	-26.5	6.1	1.5	3.1	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Mus_sp	terrestrial	mammalia	muscle	pellet	-14.8	9.1	-2.1	2	"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995."
Rattus_sp	terrestrial	mammalia	muscle	pellet	-15.67	10.93	-1.69	1.39	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	muscle	pellet	-12.6	4.46	-5.12	1.73	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	muscle	pellet	-22.58	-0.78	-0.4	4.59	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	muscle	pellet	-13.79	9.12	-3.05	1.14	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	muscle	pellet	-18.63	7.89	-0.88	1.5	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	muscle	pellet	-18.05	1.35	-1.93	4	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	muscle	pellet	-16.6	6.87	-2.1	1.89	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	liver	pellet	-15.67	10.93	-1.65	1.12	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	liver	pellet	-12.6	4.46	-2.81	2.33	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	liver	pellet	-22.58	-0.78	0.64	4.55	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	liver	pellet	-13.79	9.12	-2.73	2.01	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	liver	pellet	-18.63	7.89	-0.9	2.62	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	liver	pellet	-18.05	1.35	-0.76	4.3	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	liver	pellet	-16.6	6.87	-1.54	2.4	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	hair	pellet	-15.67	10.93	-2.1	-1.46	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	hair	pellet	-12.6	4.46	-8.79	-0.89	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	hair	pellet	-22.58	-0.78	-0.58	4.05	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	hair	pellet	-13.79	9.12	-4.22	-0.95	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	hair	pellet	-18.63	7.89	-0.64	-0.97	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Rattus_sp	terrestrial	mammalia	hair	pellet	-18.05	1.35	-4.23	2.09	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
